,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
816,Jacob Melanson,SEA,R,1,9.8833333333333,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,-
820,Frederic Brunet,BOS,D,1,14.383333333333,0,0,0,0,0,-,2,0.00,0.04,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,-
833,Ryan Greene,CHI,C,2,26.4,0,0,0,0,0,-,1,0.00,0.36,8,4,4,0,0,1,0,0,0,0,0,0,3,0,0,1,3,6,12,33.33
836,Devin Kaplan,PHI,R,1,12.2,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-
838,Joakim Kemell,NSH,R,2,20.683333333333,0,0,0,0,0,0.00,8,0.00,1.08,11,9,7,4,0,2,0,0,0,0,0,1,1,0,4,5,1,0,0,-
840,Kirill Kudryavtsev,VAN,D,2,28.266666666667,0,0,0,0,0,0.00,2,0.00,0.05,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,-
846,Tristan Luneau,ANA,D,6,99.333333333333,0,0,0,0,0,0.00,6,0.00,0.28,16,10,5,0,0,0,2,1,1,0,0,0,6,1,5,5,9,0,0,-
856,Noah Ostlund,BUF,C,8,84.333333333333,0,0,0,0,0,-,4,0.00,0.83,13,8,10,4,0,2,2,1,1,0,0,1,4,2,1,4,3,8,14,36.36
864,Brian Halonen,N.J,L,2,27.8,0,0,0,0,0,0.00,2,0.00,0.12,6,4,1,0,0,2,0,0,0,0,0,0,2,1,2,2,1,0,0,-
865,Owen Sillinger,CBJ,C,1,13.15,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,2,1,1,0,0,0,1,1,1,2,1,2,3,40.00
871,Ben Meyers,SEA,C,8,66.816666666667,0,0,0,0,0,0.00,4,0.00,0.45,10,5,7,5,0,1,2,1,1,0,0,0,1,1,9,7,1,24,25,48.98
875,Nikita Grebenkin,TOR,R,7,61.233333333333,0,0,0,0,0,0.00,2,0.00,0.36,6,4,5,4,0,1,2,1,1,0,0,1,1,1,13,9,1,1,0,100.00
883,Hunter Brzustewicz,CGY,D,1,18.383333333333,0,0,0,0,0,0.00,2,0.00,0.03,2,2,1,0,1,0,2,1,1,0,0,0,1,1,1,2,0,0,0,-
886,Dalibor Dvorsky,STL,"C, R",2,18.816666666667,0,0,0,0,0,0.00,2,0.00,0.12,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,3,50.00
888,Samuel Honzek,CGY,L,5,61.966666666667,0,0,0,0,0,0.00,6,0.00,1.24,8,8,8,5,0,1,2,1,1,0,0,1,4,1,6,6,2,0,1,0.00
892,Gabe Perreault,NYR,R,5,72.183333333333,0,0,0,0,0,-,5,0.00,0.32,10,7,6,1,1,1,0,0,0,0,0,1,6,1,1,2,1,0,1,0.00
895,Aydar Suniev,CGY,L,1,14.8,0,0,0,0,0,0.00,1,0.00,0.1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-
897,Jason Polin,COL,R,2,10.366666666667,0,0,0,0,0,-,3,0.00,0.11,6,3,4,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,100.00
902,Ty Mueller,VAN,C,2,20.583333333333,0,0,0,0,0,-,1,0.00,0.17,2,1,1,1,0,1,2,1,1,0,0,0,1,0,1,3,4,5,10,33.33
904,Jett Luchanko,PHI,C,4,56.216666666667,0,0,0,0,0,0.00,3,0.00,0.81,10,6,7,4,0,1,2,1,1,0,0,2,1,1,6,3,0,17,20,45.95
909,Jacob Quillan,TOR,C,1,5.35,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
914,Jere Innala,COL,L,17,121.55,0,0,0,0,0,0.00,8,0.00,1.51,21,17,12,8,0,0,2,1,1,0,0,3,2,1,20,12,6,1,2,33.33
916,Nikita Prishchepov,COL,C,10,63.666666666667,0,0,0,0,0,0.00,4,0.00,0.16,10,7,3,1,2,1,0,0,0,0,0,1,2,0,10,3,2,0,0,-
917,Jack Williams,CBJ,R,1,11.15,0,0,0,0,0,0.00,0,-,0.01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,6,45.45
918,Karsen Dorwart,PHI,L,5,54.9,0,0,0,0,0,0.00,4,0.00,0.27,7,5,4,1,1,0,2,1,1,0,0,0,5,0,9,5,2,14,21,40.00
919,Quinn Hutson,EDM,R,2,26.85,0,0,0,0,0,0.00,1,0.00,0.05,3,3,1,0,0,0,2,1,1,0,0,0,4,0,0,1,0,0,0,-
920,Tim Washe,ANA,C,2,15.466666666667,0,0,0,0,0,0.00,2,0.00,0.43,7,6,4,1,0,1,0,0,0,0,0,0,0,0,4,0,0,4,4,50.00
